numeroChip,fecha_nacimiento,fecha_implantacion,sexo,raza,aptitud,provincia,municipio
938000000090424,20/05/2005,30/06/2005,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CACERES,MEMBRÍO
405D54607E,05/07/1997,11/01/2006,M,BOBTAIL - OLD ENGLISH SHEEPDOG - ANTIGUO PERRO DE PASTOR INGLES,LUJO Y COMPAÑIA,BARCELONA,MASNOU (EL)
977200005389733,06/04/2005,05/06/2005,M,BICHON FRISE PELO RIZADO (BICHON A POIL FRISE),LUJO Y COMPAÑIA,PONTEVEDRA,VIGO
985120023481554,18/09/2005,18/10/2005,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,LA RIOJA,PRADEJÓN
985120023386320,16/09/2005,02/11/2005,M,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,VALENCIA,BARX
985120023058847,03/06/2005,12/08/2005,M,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,ASTURIAS,GIJÓN
985120021849908,19/05/2005,12/08/2005,H,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,MALAGA,VÉLEZ-MÁLAGA
985120021856646,19/05/2005,12/08/2005,H,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,HUELVA,PALOS DE LA FRONTERA
985120021862275,03/06/2005,12/08/2005,M,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,ASTURIAS,MUROS DE NALÓN
985120023522576,03/06/2005,11/09/2005,H,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,MADRID,MADRID
985120023379535,03/06/2005,12/09/2005,H,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,MADRID,COLLADO VILLALBA
985120022235782,03/06/2005,12/09/2005,H,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,SEVILLA,CABEZAS DE SAN JUAN (LAS)
724098100753771,22/11/2005,19/01/2006,H,BULLDOG INGLES,LUJO Y COMPAÑIA,PALENCIA,SALDAÑA
724098100757334,22/11/2005,13/01/2006,M,BULLDOG INGLES,LUJO Y COMPAÑIA,NAVARRA,ORKOIEN
724098100755497,22/11/2005,13/01/2006,M,BULLDOG INGLES,LUJO Y COMPAÑIA,CANTABRIA,CORRALES DE BUELNA (LOS)
127966750A,01/06/2003,25/01/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MIRANDA DE EBRO
127947210A,10/08/2003,01/02/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MIRANDA DE EBRO
130937453A,30/10/2002,01/02/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MIRANDA DE EBRO
981098100306077,13/06/2005,12/12/2005,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,ETXARRI-ARANATZ
985100005450144,01/04/2001,01/01/2005,H,SABUESO ESPAÑOL,LUJO Y COMPAÑIA,NAVARRA,AZUELO
127933150A,01/01/2003,01/02/2006,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MIRANDA DE EBRO
127933253A,01/01/2003,25/01/2006,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,MIRANDA DE EBRO
938000000152281,01/01/2005,14/02/2006,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
977200005425593,12/06/2004,09/07/2005,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,BURGOS,CONDADO DE TREVIÑO
938000000200781,01/01/2005,21/02/2006,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,BALEARS (ILLES),MAÓ
938000000199988,01/01/1997,22/02/2006,M,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,MAMBRILLAS DE LARA
938000000162675,01/01/2005,22/02/2006,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,MERINDAD DE SOTOSCUEVA
938000000164364,01/01/2000,02/02/2006,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,LARRAONA
127928745A,01/01/1998,18/11/2005,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MAMBRILLAS DE LARA
127961694A,01/01/2005,18/11/2005,H,PODENCO IBICENCO,CAZA,BURGOS,MIRANDA DE EBRO
127945517A,01/01/2003,18/11/2005,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MIRANDA DE EBRO
127579520A,01/01/2004,18/11/2005,M,MASTIN ESPAÑOL,CAZA,BURGOS,MAMBRILLAS DE LARA
130967461A,01/01/1998,18/11/2005,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MAMBRILLAS DE LARA
130909123A,01/01/2004,18/11/2005,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MIRANDA DE EBRO
968000003955172,01/01/2005,03/02/2006,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
981098100301808,01/09/2005,06/01/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120021911608,01/10/2005,10/02/2006,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
938000000174699,01/01/1992,17/02/2006,H,BOBTAIL - OLD ENGLISH SHEEPDOG - ANTIGUO PERRO DE PASTOR INGLES,LUJO Y COMPAÑIA,PONTEVEDRA,PONTEVEDRA
938000000172324,01/01/2004,09/11/2005,H,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,BARCELONA,CABRILS
127931661A,01/08/2003,18/11/2005,H,PODENCO IBICENCO,CAZA,BURGOS,MIRANDA DE EBRO
116433533A,01/01/2005,18/11/2005,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,MIRANDA DE EBRO
116936393A,01/01/1998,18/11/2005,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MIRANDA DE EBRO
938000000118437,02/10/2002,18/11/2005,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,MIRANDA DE EBRO
938000000086614,01/01/2003,18/11/2005,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,MIRANDA DE EBRO
938000000110083,10/06/1999,18/11/2005,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,BURGOS,MIRANDA DE EBRO
938000000085820,01/01/2002,18/11/2005,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,MIRANDA DE EBRO
938000000111549,01/01/2002,18/11/2005,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,MIRANDA DE EBRO
938000000106853,01/01/2005,18/11/2005,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,MIRANDA DE EBRO
977200005417736,30/08/2004,09/02/2005,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,BURGOS,CONDADO DE TREVIÑO
977200004751010,24/12/2004,18/02/2005,H,BICHON FRISE PELO RIZADO (BICHON A POIL FRISE),LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
977200004799114,01/01/1999,18/03/2005,M,PODENCO ANDALUZ,CAZA,NAVARRA,ZÚÑIGA
977200005387273,01/01/1999,18/03/2005,M,PODENCO ANDALUZ,LUJO Y COMPAÑIA,NAVARRA,ZÚÑIGA
977200004783847,20/06/2005,22/07/2005,H,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
724098100746238,20/02/2001,25/07/2005,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,NAVARRA,ARTAZU
977200004992065,01/06/2005,20/07/2005,H,SHIBA INU,LUJO Y COMPAÑIA,BALEARS (ILLES),PALMA DE MALLORCA
938000000104535,09/06/2005,26/07/2005,H,BULLDOG INGLES,LUJO Y COMPAÑIA,CORUÑA (A),SANTIAGO DE COMPOSTELA
380098100723396,07/05/2005,07/07/2005,H,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,BURGOS,PUEBLA DE ARGANZÓN (LA)
985120022428707,01/07/2005,20/01/2006,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CAMARGO
985120022999271,02/12/2005,10/12/2005,H,FELINO (SIN CODIFICAR),GUARDA DEFENSA Y UTILIDAD,SEVILLA,VILLANUEVA DEL RÍO Y MINAS
985120022350823,10/10/2005,11/01/2006,M,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,LUJO Y COMPAÑIA,LA RIOJA,HARO
985120021901397,05/04/2004,07/11/2005,H,FELINO (SIN CODIFICAR),LUJO Y COMPAÑIA,VALENCIA,VALENCIA
981098100268153,28/11/2005,09/01/2006,M,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,NAVARRA,BERA/VERA DE BIDASOA
981098100319013,15/12/2005,14/02/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,ZARAGOZA,UTEBO
938000000178905,01/12/2005,27/03/2006,M,BOXER,LUJO Y COMPAÑIA,BURGOS,BURGOS
724098100710995,03/11/2004,06/04/2005,M,SHAR PEI - MINI PEI,LUJO Y COMPAÑIA,LA RIOJA,ALFARO
380098100798012,10/12/2005,08/02/2006,M,BASSET HOUND - SABUESO BASSET,LUJO Y COMPAÑIA,CANTABRIA,LIENDO
977200004345562,15/01/2006,02/03/2006,M,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,LUJO Y COMPAÑIA,BARCELONA,SANT BOI DE LLOBREGAT
977200004259443,15/01/2006,02/03/2006,M,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,LUJO Y COMPAÑIA,CASTELLON ,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA
981098100324161,17/10/2005,21/02/2006,M,SETTER IRLANDES ROJO - IRISH RED SETTER,CAZA,ALBACETE,VILLALGORDO DEL JÚCAR
981098100274702,20/08/2005,19/01/2006,H,MASTIN ESPAÑOL,GUARDA DEFENSA Y UTILIDAD,BURGOS,VALLE DE MENA
981098100315861,01/10/2005,17/12/2005,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
938000000182593,17/12/2005,15/03/2006,H,HUSKY SIBERIANO - SIBERIAN HUSKY,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
724098100753372,27/11/2005,28/01/2006,M,FELINO (SIN CODIFICAR),LUJO Y COMPAÑIA,CADIZ,SAN FERNANDO
985120023845201,10/09/2005,28/01/2006,H,PASTOR DE BRIE - BERGER DE BRIE,LUJO Y COMPAÑIA,CANTABRIA,CAMARGO
977200004218093,02/01/2006,23/03/2006,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,VALENCIA,ADEMUZ
724098100755648,22/11/2005,28/02/2006,H,BULLDOG INGLES,LUJO Y COMPAÑIA,BARCELONA,CASTELLAR DEL VALLÈS
724098100755517,17/01/2006,09/03/2006,M,BULLDOG INGLES,LUJO Y COMPAÑIA,VALENCIA,ADEMUZ
981098319467,01/12/2005,04/02/2006,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,MADRID,RIVAS-VACIAMADRID
981098100321895,01/10/2005,17/12/2005,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,PAMPLONA/IRUÑA
985120022152299,15/09/2005,08/02/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,SANTOÑA
938000000190133,05/06/2005,03/03/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,CASALARREINA
938000000197053,21/05/2005,10/02/2006,M,ROTTWEILER,LUJO Y COMPAÑIA,LA RIOJA,HARO
938000000182644,01/07/2002,31/01/2006,M,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
938000000192766,15/07/2005,25/01/2006,M,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
985120021320876,14/10/2005,07/02/2006,M,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CIUDAD REAL,VALDEPEÑAS
985120023390001,23/08/2005,14/12/2005,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
985120023326926,23/08/2005,09/12/2005,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
985120022131495,23/08/2005,09/12/2005,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
977200001048468,01/06/2005,01/06/2005,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,CASTRO-URDIALES
72409810014264,15/12/2000,01/03/2006,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,LAREDO
724098100174963,22/04/1999,27/07/2004,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
981098100283135,01/01/2006,17/02/2006,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
981098100326631,15/11/2005,20/01/2006,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
981098100300243,05/01/2006,10/03/2006,M,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
348098100055966,12/12/2005,10/02/2006,M,BULLDOG FRANCES - BOULEDOGUE FRANÇAIS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120023376306,10/10/2005,25/03/2006,M,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,LUJO Y COMPAÑIA,SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA
724098100740320,15/03/2004,14/03/2006,M,VILLANO DE LAS ENCARTACIONES,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,VALLE DE VILLAVERDE
724098100740755,20/02/2000,14/03/2006,H,VILLANO DE LAS ENCARTACIONES,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,VALLE DE VILLAVERDE
724098100734417,12/01/2005,14/03/2006,M,VILLANO DE LAS ENCARTACIONES,LUJO Y COMPAÑIA,CANTABRIA,VALLE DE VILLAVERDE
981098100268211,08/01/2006,06/02/2006,H,ROTTWEILER,GUARDA DEFENSA Y UTILIDAD,ALICANTE ,TORREVIEJA
981098100285378,18/11/2005,15/02/2006,M,JAGD TERRIER - DEUTSCHER JAGDTERRIER,CAZA,BURGOS,BURGOS
982009100037024,01/01/2001,10/02/2006,H,VILLANO DE LAS ENCARTACIONES,GUARDA DEFENSA Y UTILIDAD,BURGOS,VALLE DE MENA
982009100153622,01/01/2004,10/02/2006,H,VILLANO DE LAS ENCARTACIONES,PASTOR,BURGOS,VALLE DE MENA
982009100029320,01/01/2004,10/02/2006,H,VILLANO DE LAS ENCARTACIONES,PASTOR,BURGOS,VALLE DE MENA
981098100353790,04/02/2006,04/04/2006,M,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,HUELVA,NERVA
981098100345128,04/02/2006,04/04/2006,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,ZARAGOZA,ZARAGOZA
981098100282713,01/05/2005,30/12/2005,H,GRIFFON BLEU DE GASCOGNE - GRIFON AZUL DE GASCUÑA,LUJO Y COMPAÑIA,NAVARRA,EZCÁROZ/EZKAROZE
985120021909167,01/10/2003,31/10/2005,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,LERGA
985120023449153,01/01/2003,13/02/2006,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,DONEZTEBE/SANTESTEBAN
981098100280220,31/12/2005,15/02/2006,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,NAVARRA,LESAKA
977200004186469,01/01/2001,29/04/2006,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,PAMPLONA/IRUÑA
985120023483454,01/06/2005,09/01/2006,M,SETTER INGLES - ENGLISH SETTER,CAZA,CACERES,VALVERDE DEL FRESNO
977200004309414,24/10/2005,04/02/2006,M,FELINO (SIN CODIFICAR),LUJO Y COMPAÑIA,LAS PALMAS,SAN BARTOLOMÉ DE TIRAJANA
724098100619403,10/11/2005,30/12/2005,M,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,HUESCA,ALCAMPELL
977200004312914,01/10/2005,25/02/2006,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,CIUDAD REAL,DAIMIEL
985120024127483,10/03/2005,28/01/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,BAZTAN
985120022239027,28/01/2004,28/01/2006,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,BAZTAN
977200004958987,06/04/2003,13/08/2005,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,LUJO Y COMPAÑIA,BURGOS,BURGOS
977200005372803,10/08/2005,10/08/2005,H,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,BURGOS,PUEBLA DE ARGANZÓN (LA)
724098100749592,20/06/2005,12/08/2005,H,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,CANTABRIA,PIÉLAGOS
724098100738261,20/06/2005,12/08/2005,H,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,NAVARRA,PAMPLONA/IRUÑA
981098100307697,15/11/2005,07/02/2006,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,BURGOS,ESPINOSA DE LOS MONTEROS
977200004269623,08/02/2006,08/05/2006,M,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,LESAKA
724098100564668,01/01/2003,01/01/2003,H,BOXER,LUJO Y COMPAÑIA,ZARAGOZA,NUEZ DE EBRO
981098100344192,27/01/2006,22/03/2006,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,NAVARRA,BERA/VERA DE BIDASOA
981098100274041,18/12/2005,02/05/2006,M,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,GUARDA DEFENSA Y UTILIDAD,BURGOS,VALLE DE MENA
977200004196849,01/07/2005,01/01/2006,H,CA RATER MALLORQUI - RATONERO MALLORQUIN - RATER MALLORQUIN,LUJO Y COMPAÑIA,NAVARRA,BERA/VERA DE BIDASOA
977200004224311,01/07/2005,01/01/2006,H,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,LUJO Y COMPAÑIA,NAVARRA,BERA/VERA DE BIDASOA
724098101269434,01/01/2001,22/08/2005,H,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,CASTELLON ,TORRE ENDOMÉNECH
724098100775714,06/11/2004,14/09/2005,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,BURGOS,SANTA MARÍA RIVARREDONDA
941000000040842,12/03/2004,12/09/2005,M,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,BURGOS,PUEBLA DE ARGANZÓN (LA)
938000000116242,04/08/2005,28/09/2005,M,SHIBA INU,LUJO Y COMPAÑIA,MADRID,MADRID
724098100584703,01/01/1997,25/03/2006,M,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,MADRID,MADRID
985120022194097,05/01/2006,18/03/2006,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,MELILLA,MELILLA
985120022393641,01/04/2005,30/05/2006,H,POINTER,GUARDA DEFENSA Y UTILIDAD,LA RIOJA,CIHURI
380098100814130,06/02/2006,18/04/2006,M,BULLDOG INGLES,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
938000000191605,01/12/1993,10/05/2006,M,CA RATER MALLORQUI - RATONERO MALLORQUIN - RATER MALLORQUIN,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
938000000198582,01/01/2004,22/05/2006,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,VALENCIA,VALENCIA
938000000187943,02/04/2006,25/05/2006,M,POINTER,CAZA,BURGOS,CONDADO DE TREVIÑO
985120022258057,29/01/2006,24/04/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,SANTOÑA
938000000198245,01/06/2005,27/04/2006,M,MASTIN ESPAÑOL,LUJO Y COMPAÑIA,MURCIA,ALGUAZAS
977200004294661,06/12/2005,01/04/2006,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
938000000191812,14/02/2006,19/04/2006,M,MONTAÑA DE LOS PIRINEOS - PERRO MONTAÑA DE LOS PIRINEOS,LUJO Y COMPAÑIA,BURGOS,BURGOS
977200004115101,06/12/2005,01/04/2006,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,BURGOS,PUEBLA DE ARGANZÓN (LA)
981098100282721,04/11/2005,23/01/2006,M,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,LUJO Y COMPAÑIA,MADRID,MÓSTOLES
977200004224860,01/01/2004,27/05/2006,H,CA RATER MALLORQUI - RATONERO MALLORQUIN - RATER MALLORQUIN,LUJO Y COMPAÑIA,NAVARRA,PITILLAS
977200004333408,11/01/2006,22/02/2006,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,NAVARRA,LESAKA
981098100285471,04/11/2005,23/01/2006,M,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,LUJO Y COMPAÑIA,MADRID,MADRID
977200004268652,16/12/2005,16/03/2006,M,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,LESAKA
938000000216519,01/01/2006,08/04/2006,M,CAIRN TERRIER,LUJO Y COMPAÑIA,NAVARRA,LEGARDA
938000000212552,01/01/2006,07/03/2006,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,MADRID,NUEVO BAZTÁN
938000000192208,01/01/2004,07/03/2006,M,BOBTAIL - OLD ENGLISH SHEEPDOG - ANTIGUO PERRO DE PASTOR INGLES,LUJO Y COMPAÑIA,ALICANTE ,ELCHE/ELX
938000000156873,01/01/2001,11/11/2005,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,MADRID,MADRID
938000000155558,08/08/2004,24/11/2005,M,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
130958657A,21/03/2000,07/12/2005,H,POINTER,CAZA,BURGOS,MIRANDA DE EBRO
127579657A,20/09/2005,07/12/2005,H,POINTER,CAZA,BURGOS,MIRANDA DE EBRO
130914353A,27/09/2005,07/12/2005,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,MIRANDA DE EBRO
938000000163292,09/02/2005,09/12/2005,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,JAEN,LAHIGUERA
938000000181574,01/01/2004,12/12/2005,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,RIBAMONTÁN AL MAR
938000000168818,01/01/2005,12/12/2005,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,MURCIA,MURCIA
938000000173994,01/12/2005,12/12/2005,M,PODENCO ANDALUZ,CAZA,VALENCIA,VALENCIA
938000000187545,01/01/2003,15/12/2005,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,CONDADO DE TREVIÑO
724098100803373,27/10/2002,28/06/2003,H,PODENCO ANDALUZ,CAZA,TARRAGONA,TARRAGONA
981098100306376,20/10/2005,10/01/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,BADARÁN
981098100319411,19/04/2006,19/04/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
938000000188303,01/12/2005,20/01/2006,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LEON,VALDERRUEDA
93800000081315,01/01/2003,02/08/2005,H,PODENCO ANDALUZ,LUJO Y COMPAÑIA,AVILA,ARÉVALO
